id,repository,url,stars_snapshot,metadata_decision,metadata_reason,metadata_review_basis,source_status,source_review_basis,source_reviewed_at,tested,team_reason,limitations,evidence,source_url,source_sha256,additional_source,related_id
1178,xindoo/agentic-design-patterns,https://github.com/xindoo/agentic-design-patterns,8045,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T11:00:17.974230+00:00,False,设计模式翻译可供学习，未核验原书授权与完整内容。,第三方翻译，不作为原作者官方资料新增。,README L19-29,https://raw.githubusercontent.com/xindoo/agentic-design-patterns/HEAD/README.md,3aff853e2a10982e9fb7cbf7b1540cd531ffca11bbe094bdc9ba5328d7f4790b,,
1179,webiny/webiny-js,https://github.com/webiny/webiny-js,8040,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T11:00:17.974231+00:00,False,企业 CMS 团队能力明确，但 AI 专项机制未充分展开；审批与 RBAC 分属付费版。,不把 AI-programmable 标题当已实现智能体流程。,README About、版本 L187-191,https://raw.githubusercontent.com/webiny/webiny-js/HEAD/README.md,59799496fcac71e1bbbfbc56aabfe37faadae9b1e1ea22f12a71972676e147be,,
1180,AI4Finance-Foundation/FinRobot,https://github.com/AI4Finance-Foundation/FinRobot,8039,范围不优先：垂直领域,主要聚焦特定领域的模型、研究或个人应用；本轮未扩展该专业领域分类。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1181,AAswordman/Operit,https://github.com/AAswordman/Operit,8036,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1182,cortexlabs/cortex,https://github.com/cortexlabs/cortex,8011,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1183,v1s1t0r1sh3r3/airgeddon,https://github.com/v1s1t0r1sh3r3/airgeddon,8010,范围不优先：通用软件,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1184,vercel-labs/deepsec,https://github.com/vercel-labs/deepsec,8002,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T11:00:17.974232+00:00,False,安全团队可对大型代码库做持续可恢复审查，并交接持久化发现。,大库扫描成本可能很高；仅资料核验，未运行。,README L3-11、L28-33,https://raw.githubusercontent.com/vercel-labs/deepsec/HEAD/README.md,39221f02114a612e52c1d515055ad1578ed2bc41c430be269bc54ec833948831,,
1185,SciPhi-AI/R2R,https://github.com/SciPhi-AI/R2R,8001,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T11:00:17.974234+00:00,False,工程团队复用统一文档接入与检索后端，支撑内部知识应用。,已展开根 README 链接；不宣称多人权限已验证。,py/README.md About,https://raw.githubusercontent.com/SciPhi-AI/R2R/HEAD/py/README.md,74e0977922cf0633922a3eac12dbd6ea05ee4da2b8e43d6e49213a824973740d,,
1186,lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,7998,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1187,PriorLabs/TabPFN,https://github.com/PriorLabs/TabPFN,7997,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1188,alirezamika/autoscraper,https://github.com/alirezamika/autoscraper,7990,范围不优先：通用软件,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1189,YaoApp/yao,https://github.com/YaoApp/yao,7983,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T11:00:17.974237+00:00,False,多设备工作区和任务板主要面向同一用户，未确认真人成员协作。,Android beta；跨设备不等于多用户。,README L23-33,https://raw.githubusercontent.com/YaoApp/yao/HEAD/README.md,ce879a07aec7c25fc6db48c0dff94727d217109e17bdf80a2efedf74f7a429d1,,
1190,hatchet-dev/hatchet,https://github.com/hatchet-dev/hatchet,7976,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T11:00:17.974239+00:00,False,多个团队在同一实例管理队列、运行与告警，用角色分配访问。,SSO 与多区等为 Cloud 功能。,README L31、features L78-90,https://raw.githubusercontent.com/hatchet-dev/hatchet/HEAD/README.md,556bd5fb646095bbaf9dfb0c91fbaefa52a9d0fd6739fe82b15b71708c56d8a9,,
1191,osaurus-ai/osaurus,https://github.com/osaurus-ai/osaurus,7976,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1192,cloudflare/agentic-inbox,https://github.com/cloudflare/agentic-inbox,7967,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T11:00:17.974241+00:00,False,受信任小组共用邮件处理入口，AI 帮助查找对话与起草回复。,所有获准用户可访问全部邮箱；无逐邮箱授权，不适合隔离部门邮箱。,README L6-8、access L79,https://raw.githubusercontent.com/cloudflare/agentic-inbox/HEAD/README.md,f597303201a1429ffe52557e3ab5e95138e1ef77d4015adcf6f236fb654c2ed0,,
1193,RayVentura/ShortGPT,https://github.com/RayVentura/ShortGPT,7966,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1194,Upsonic/Upsonic,https://github.com/Upsonic/Upsonic,7958,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T11:00:53.832348+00:00,False,通用自主代理框架，未见多人协作差异，已有类似框架。,工具目录限制不等于组织治理。,README Overview、workspace tools,https://raw.githubusercontent.com/Upsonic/Upsonic/HEAD/README.md,2bfb92e6063c8dd59d7463c284f2dc5b74bec342e2a164d66548bd846763a143,,
1195,mnfst/awesome-free-llm-apis,https://github.com/mnfst/awesome-free-llm-apis,7954,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1196,greyhatguy007/Machine-Learning-Specialization-Coursera,https://github.com/greyhatguy007/Machine-Learning-Specialization-Coursera,7937,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1197,evidentlyai/evidently,https://github.com/evidentlyai/evidently,7932,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T11:00:53.832424+00:00,False,团队共用指标、参考集和通过条件，把评估接 CI 并交接可读报告。,LLM judge 不是事实保证；Cloud 与本地库独立。,README Reports and Test Suites,https://raw.githubusercontent.com/evidentlyai/evidently/HEAD/README.md,c8ac72c2363a2f0b7c36f38a6e7801817e5659507a2e6a37212702ad1cd51c20,,
1198,coroot/coroot,https://github.com/coroot/coroot,7928,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T11:00:53.832426+00:00,False,运维观测明确，但此 README 未展开 AI 专项功能，暂列通用观测备选。,不把一般自动检查称为 LLM 功能。,README Features；定向检查 AI 描述,https://github.com/coroot/coroot/blob/main/README.md,412583d9af67ae410a8c5bd5eddcef1796a226e1707d66f08aa5609fa9a1259e,,
1199,zhouxiaoka/autoclip,https://github.com/zhouxiaoka/autoclip,7898,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1200,mrdbourke/machine-learning-roadmap,https://github.com/mrdbourke/machine-learning-roadmap,7890,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1201,MeiGen-AI/InfiniteTalk,https://github.com/MeiGen-AI/InfiniteTalk,7887,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1202,stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,7880,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1203,apify/apify-mcp-server,https://github.com/apify/apify-mcp-server,7864,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T11:00:53.832427+00:00,False,工程和研究团队复用采集工具接入 AI 工作流，减少逐网站集成。,托管与本地 stdio 功能不同；Actors 和费用单独，不保证任意网站可抓取。,README L20-24、Actor tools,https://raw.githubusercontent.com/apify/apify-mcp-server/HEAD/README.md,0811a2f64fbf73d1b8d7a609bc24aa422fe57dd79111661d32e2ad99e922a01b,,
1204,lucidrains/PaLM-rlhf-pytorch,https://github.com/lucidrains/PaLM-rlhf-pytorch,7862,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1205,NirDiamant/Prompt_Engineering,https://github.com/NirDiamant/Prompt_Engineering,7860,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T11:00:53.832428+00:00,False,通用提示工程课程，已有同类学习资源覆盖。,付费课程与仓库分开，未运行笔记本。,README L8-11,https://raw.githubusercontent.com/NirDiamant/Prompt_Engineering/HEAD/README.md,236ddad0d1d587fcf4788dc7d0e63394b2dc1df544879c53319e6f65e40cbf46,,
1206,deepseek-ai/DeepGEMM,https://github.com/deepseek-ai/DeepGEMM,7854,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1207,MaartenGr/BERTopic,https://github.com/MaartenGr/BERTopic,7846,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1208,deeplearning-ai/machine-learning-yearning-cn,https://github.com/deeplearning-ai/machine-learning-yearning-cn,7839,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
1209,01-ai/Yi,https://github.com/01-ai/Yi,7833,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
