id,repository,url,stars_snapshot,metadata_decision,source_status,review_stage,final_status,description_en,team_reason,limits_and_notes,tested
1670,iflytek/astron-rpa,https://github.com/iflytek/astron-rpa,5545,待README核验,candidate,commercial-pass-001,商业或许可边界待核,A visual RPA platform integrated with AI agent workflows.,业务团队共建跨应用自动化，并通过团队市场分享机器人和调度任务。,业务团队共建跨应用自动化，并通过团队市场分享机器人和调度任务。 团队能力部分称 enterprise modules，具体版本和许可证条款待采用前确认。,False
1671,bbycroft/llm-viz,https://github.com/bbycroft/llm-viz,5544,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
1672,HKUDS/ClawTeam,https://github.com/HKUDS/ClawTeam,5539,待README核验,candidate,deep-pass-001,建议审阅,"Coordinate CLI agents with shared tasks, worktrees, and multi-user namespaces.",多个真人可共享一个代理团队，通过命名空间区分成员并追踪任务。,多个真人可共享一个代理团队，通过命名空间区分成员并追踪任务。 多用户命名空间不等于完整身份鉴权；自动研究效果未验证。,False
1673,ATH-MaaS/ComfyUI-Copilot,https://github.com/ATH-MaaS/ComfyUI-Copilot,5522,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
1674,volcengine/MineContext,https://github.com/volcengine/MineContext,5519,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
1675,lm-sys/RouteLLM,https://github.com/lm-sys/RouteLLM,5518,待README核验,secondary,,secondary,,,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,False
1676,liuzhao1225/YouDub-webui,https://github.com/liuzhao1225/YouDub-webui,5512,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
1677,permitio/opal,https://github.com/permitio/opal,5512,范围不优先：通用软件,metadata-only,,metadata-only,,,Policy Agent这里是通用策略引擎生态，不因agent一词当AI团队项目。,False
1678,obss/sahi,https://github.com/obss/sahi,5509,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
1679,xlite-dev/Awesome-LLM-Inference,https://github.com/xlite-dev/Awesome-LLM-Inference,5508,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
1680,yournextstore/yournextstore,https://github.com/yournextstore/yournextstore,5508,范围不优先：通用软件,metadata-only,,metadata-only,,,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,False
1681,mosaicml/composer,https://github.com/mosaicml/composer,5498,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
1682,junhoyeo/tokscale,https://github.com/junhoyeo/tokscale,5495,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
1683,LaurentMazare/tch-rs,https://github.com/LaurentMazare/tch-rs,5488,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
1684,wb14123/seq2seq-couplet,https://github.com/wb14123/seq2seq-couplet,5483,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
1685,wuyoscar/GPT-Image2-Skill,https://github.com/wuyoscar/GPT-Image2-Skill,5479,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
1686,flashlight/flashlight,https://github.com/flashlight/flashlight,5471,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
1687,alphaXiv/OpenResearch,https://github.com/alphaXiv/OpenResearch,5465,待README核验,candidate,team-second-pass,团队直接性不足,A local-first research workspace with experiment lineage and retained evidence.,研究团队可交接与提交绑定的实验、日志和产物，复现实验分支。,研究团队可交接与提交绑定的实验、日志和产物，复现实验分支。 远端服务无应用层认证，同机其他用户可访问；不是已验证多用户隔离。,False
1688,YILS-LIN/short-video-factory,https://github.com/YILS-LIN/short-video-factory,5460,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
1689,aimeos/aimeos,https://github.com/aimeos/aimeos,5454,范围不优先：通用软件,metadata-only,,metadata-only,,,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,False
1690,dotnet/skills,https://github.com/dotnet/skills,5454,待README核验,candidate,team-second-pass,方法技能另列,Portable skills and agent configurations curated by the .NET team.,.NET 团队复用官方工程知识，并比较技能的激活、成本和未通过率。,.NET 团队复用官方工程知识，并比较技能的激活、成本和未通过率。 Copilot 自定义代理文件不是 Codex 原生代理；插件能力因组件而异。,False
1691,aaronwangy/Data-Science-Cheatsheet,https://github.com/aaronwangy/Data-Science-Cheatsheet,5448,范围不优先：通用学习,metadata-only,,metadata-only,,,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,False
1692,harbor-framework/harbor,https://github.com/harbor-framework/harbor,5439,待README核验,candidate,team-second-pass,工程组件另列,"Build, share, and run benchmarks for agents and language models.",团队共用评估环境和基准，比较不同智能体并复现实验。,团队共用评估环境和基准，比较不同智能体并复现实验。 评估框架，不是业务协作平台；云环境需另配置。,False
1693,buildermethods/agent-os,https://github.com/buildermethods/agent-os,5434,待README核验,candidate,team-second-pass,方法技能另列,Capture project standards and shape specifications for coding agents.,团队把代码约定提炼成共用标准，再按任务注入智能体。,团队把代码约定提炼成共用标准，再按任务注入智能体。 轻量方法与配置，不是操作系统或多人管理后台。,False
1694,asciimoo/hister,https://github.com/asciimoo/hister,5433,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
1695,PeterGriffinJin/Search-R1,https://github.com/PeterGriffinJin/Search-R1,5433,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
1696,apple/coremltools,https://github.com/apple/coremltools,5427,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
1697,business-science/ai-data-science-team,https://github.com/business-science/ai-data-science-team,5425,待README核验,candidate,team-second-pass,团队直接性不足,Build reproducible data pipelines with specialized agents and a visual studio.,数据团队保存项目、步骤谱系与可重现脚本，便于交接分析。,数据团队保存项目、步骤谱系与可重现脚本，便于交接分析。 Beta，0.1.0 前可能破坏兼容；team 主要指智能体。,False
1698,0xeb/TheBigPromptLibrary,https://github.com/0xeb/TheBigPromptLibrary,5413,待README核验,secondary,,secondary,,,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,False
1699,flybywiresim/aircraft,https://github.com/flybywiresim/aircraft,5408,范围不优先：通用软件,metadata-only,,metadata-only,,,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,False
1700,google-deepmind/graph_nets,https://github.com/google-deepmind/graph_nets,5406,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
1701,TaskingAI/TaskingAI,https://github.com/TaskingAI/TaskingAI,5405,待README核验,candidate,commercial-pass-001,团队直接性不足,"A backend platform for managing models, tools, RAG, and agent sessions.",工程团队统一 AI 后端模块和控制台测试，前端可独立开发。,工程团队统一 AI 后端模块和控制台测试，前端可独立开发。 使用专属 TaskingAI 许可证；未核验企业权限或一键生产承诺。,False
1702,higgsfield-ai/higgsfield,https://github.com/higgsfield-ai/higgsfield,5402,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
1703,rasbt/machine-learning-book,https://github.com/rasbt/machine-learning-book,5396,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
1704,unicity-sphere/sphere-sdk,https://github.com/unicity-sphere/sphere-sdk,5391,范围不优先：垂直领域,metadata-only,,metadata-only,,,主要聚焦特定领域的模型、研究或个人应用；本轮未扩展该专业领域分类。,False
1705,NousResearch/hermes-agent-self-evolution,https://github.com/NousResearch/hermes-agent-self-evolution,5381,需去重核验,secondary,,secondary,,,可能是已有项目的改名、组件、镜像或衍生入口，需核对后避免重复收录。,False
1706,deepseek-ai/DeepSeek-VL2,https://github.com/deepseek-ai/DeepSeek-VL2,5374,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
